file,audio_path,light_path,ssm_correlation,novelty_correlation,boundary_f_score,boundary_precision,boundary_recall,rms_correlation,onset_correlation,beat_peak_alignment,beat_valley_alignment,intensity_variance,color_variance,structure_score,rhythm_score,dynamics_score,overall_score,source
AKA_AKA_Junge_Junge_-_Vallut_Bass,data/edge_intention/audio/AKA_AKA_Junge_Junge_-_Vallut_Bass.pkl,data/edge_intention/light/AKA_AKA_Junge_Junge_-_Vallut_Bass.pkl,0.3027763173099922,0.3707291834699502,0.0,0.0,0.0,-0.4572040904667595,-0.007177179353610889,1.9037506341305383e-09,0.18157228987158971,0.21630333364009857,0.21554678678512573,0.22450183359331413,0.09078614588767017,-0.2321906349101852,0.027699114856933032,Generated
Ariana_Grande_-_Into_You,data/edge_intention/audio/Ariana_Grande_-_Into_You.pkl,data/edge_intention/light/Ariana_Grande_-_Into_You.pkl,0.09331942668675862,-0.07014654128706183,0.0,0.0,0.0,0.05532713006941626,0.45378349373905,0.03694012207251934,0.21360062389523896,0.16619117558002472,0.2732575684785843,0.007724295133232265,0.12527037298387914,0.25455531190423314,0.12918332667378152,Generated
Avicii_-_Levels_-_Radio_Edit,data/edge_intention/audio/Avicii_-_Levels_-_Radio_Edit.pkl,data/edge_intention/light/Avicii_-_Levels_-_Radio_Edit.pkl,0.06344852588947096,0.031178615443616865,0.0,0.0,0.0,0.13209286348444343,0.36018693351112374,0.01130589929620454,0.01935757459508183,0.3022909164428711,0.3094450831413269,0.03154238044436261,0.015331736945643184,0.2461398984977836,0.09767133862926314,Generated
Bilderbuch_-_Maschin,data/edge_intention/audio/Bilderbuch_-_Maschin.pkl,data/edge_intention/light/Bilderbuch_-_Maschin.pkl,0.08615284331452519,0.3589762522813707,0.0,0.0,0.0,0.01803733237098326,0.18357235247841502,0.1186670124290228,0.12614836734239943,0.23927664756774902,0.24048132449388504,0.14837636519863195,0.12240768988571112,0.10080484242469914,0.12386296583634741,Generated
Billie_Eilish_-_Therefore_I_Am,data/edge_intention/audio/Billie_Eilish_-_Therefore_I_Am.pkl,data/edge_intention/light/Billie_Eilish_-_Therefore_I_Am.pkl,0.13100003367008306,0.03588775947037107,0.0,0.0,0.0,0.3003324854842485,-0.4640533350173081,0.09779550404991919,0.1,0.3147425055503845,0.2588101774454117,0.05562926438015137,0.0988977520249596,-0.0818604247665298,0.024222197212860386,Generated
Billie_Eilish_-_all_the_good_girls_go_to_hell,data/edge_intention/audio/Billie_Eilish_-_all_the_good_girls_go_to_hell.pkl,data/edge_intention/light/Billie_Eilish_-_all_the_good_girls_go_to_hell.pkl,-0.022601117462624668,-0.3217220346042499,0.0,0.0,0.0,0.3456821859480492,0.6258937843949135,0.0208208139771706,2.769090680174736e-09,0.3140113651752472,0.3155035972595215,-0.11477438402229152,0.010410408373130639,0.48578798517148136,0.12714133650744017,Generated
Billie_Eilish_-_bad_guy,data/edge_intention/audio/Billie_Eilish_-_bad_guy.pkl,data/edge_intention/light/Billie_Eilish_-_bad_guy.pkl,0.022391122881541783,-0.1076858917044225,0.0,0.0,0.0,0.27447518841191865,0.15680786605611866,0.12500000000000316,0.022611790977419204,0.2528243958950043,0.20575091987848282,-0.028431589607626904,0.07380589548871118,0.21564152723401864,0.0870052777050343,Generated
Billie_Eilish_-_you_should_see_me_in_a_crown,data/edge_intention/audio/Billie_Eilish_-_you_should_see_me_in_a_crown.pkl,data/edge_intention/light/Billie_Eilish_-_you_should_see_me_in_a_crown.pkl,0.08192313930602632,-0.16989371968579448,0.0,0.0,0.0,0.01684299877235089,0.08540362279037392,0.015074529010499441,0.030074507385918152,0.326567679643631,0.2698061540722847,-0.02932352679325605,0.0225745181982088,0.051123310781362404,0.01479143406210505,Generated
Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit,data/edge_intention/audio/Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit.pkl,data/edge_intention/light/Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit.pkl,0.4169390483768336,0.17292014237099035,0.0,0.0,0.0,0.1047149345763552,0.2366869002146606,0.013533531369658486,0.019333611890944673,0.3029990792274475,0.34962135553359985,0.19661973024927462,0.01643357163030158,0.1707009173955079,0.1279180730916947,Generated
Coldplay_-_A_Sky_Full_of_Stars,data/edge_intention/audio/Coldplay_-_A_Sky_Full_of_Stars.pkl,data/edge_intention/light/Coldplay_-_A_Sky_Full_of_Stars.pkl,0.09980635753570502,0.08602224613565078,0.0,0.0,0.0,-0.27294575988619424,0.12002766644723942,2.532833109818835e-15,4.821874621254841e-23,0.2747795879840851,0.1596469059586525,0.061942867890451926,1.2664165790187906e-15,-0.07645904671947741,-0.004838726276341405,Generated
College_Electric_Youth_-_A_Real_Hero,data/edge_intention/audio/College_Electric_Youth_-_A_Real_Hero.pkl,data/edge_intention/light/College_Electric_Youth_-_A_Real_Hero.pkl,0.32806968603563214,0.133637528749875,0.0,0.0,0.0,-0.6710181186378443,0.07040652662241226,0.015037253692958373,1.1572499087783506e-22,0.33345213532447815,0.33956846594810486,0.15390240492850238,0.007518626846479187,-0.300305796007716,-0.04629492141091148,Generated
Daft_Punk_-_Give_Life_Back_to_Music,data/edge_intention/audio/Daft_Punk_-_Give_Life_Back_to_Music.pkl,data/edge_intention/light/Daft_Punk_-_Give_Life_Back_to_Music.pkl,0.2505688481995716,0.09719856776933695,0.0,0.0,0.0,-0.3851130699304769,-0.2278579105195282,0.033833824616649695,0.03383382461665128,0.2940193712711334,0.29644476622343063,0.11592247198963618,0.033833824616650486,-0.30648549022500254,-0.052243064539571955,Generated
Digitalism_-_Pogo,data/edge_intention/audio/Digitalism_-_Pogo.pkl,data/edge_intention/light/Digitalism_-_Pogo.pkl,0.20328402624560216,0.2785763269340835,0.0,0.0,0.0,-0.04159271607385858,0.06408267420383698,4.351422784203636e-09,0.0451117610788709,0.36761030554771423,0.33124032616615295,0.1606201177265619,0.022555882715146844,0.0112449790649892,0.0648069931688993,Generated
Disclosure_-_When_A_Fire_Starts_To_Burn,data/edge_intention/audio/Disclosure_-_When_A_Fire_Starts_To_Burn.pkl,data/edge_intention/light/Disclosure_-_When_A_Fire_Starts_To_Burn.pkl,0.18707917739883362,0.06375824419901518,0.0,0.0,0.0,-0.0761433442192556,0.4945092028275411,0.015961266011118545,0.06666666869733147,0.4055715501308441,0.3220825120806694,0.08361247386594961,0.041313967354225004,0.20918292930414273,0.11136979017477244,Generated
Disclosure_Sam_Smith_-_Latch,data/edge_intention/audio/Disclosure_Sam_Smith_-_Latch.pkl,data/edge_intention/light/Disclosure_Sam_Smith_-_Latch.pkl,0.032511425609544,-0.15473449641376297,0.0,0.0,0.0,0.39488696880939056,-0.0833819535373704,0.1136006208492443,0.37504193473223846,0.18331553041934967,0.2404150888323784,-0.04074102360140632,0.24432127779074136,0.15575250763601006,0.11977758727511505,Generated
Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album,data/edge_intention/audio/Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album.pkl,data/edge_intention/light/Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album.pkl,0.16495328371307105,-0.0894800654233965,0.0,0.0,0.0,0.0851497400378857,-0.12388131017884045,0.008563287273508621,0.022611794784914135,0.31779274344444275,0.31646833568811417,0.02515773942989152,0.015587541029211378,-0.019365785070477377,0.007126498462875173,Generated
Dua_Lipa_-_Don_t_Start_Now,data/edge_intention/audio/Dua_Lipa_-_Don_t_Start_Now.pkl,data/edge_intention/light/Dua_Lipa_-_Don_t_Start_Now.pkl,-0.021251076793796765,-0.26474956594539556,0.0,0.0,0.0,0.11843278334441867,0.3265597657354466,0.2135335283236613,0.14290506826541177,0.2819240987300873,0.3099689409136772,-0.09533354757973078,0.17821929829453653,0.22249627453993265,0.10179400841824614,Generated
Einmusik_-_Dune_Suave,data/edge_intention/audio/Einmusik_-_Dune_Suave.pkl,data/edge_intention/light/Einmusik_-_Dune_Suave.pkl,0.5740581625117291,0.5097700364120027,0.0,0.0,0.0,-0.7409008240660782,0.011728751871754733,0.20003354930879008,0.03383382080915476,0.17973174154758453,0.18904030323028564,0.3612760663079106,0.11693368505897242,-0.3645860360971617,0.03787457175657377,Generated
Empire_Of_The_Sun_-_Walking_On_A_Dream,data/edge_intention/audio/Empire_Of_The_Sun_-_Walking_On_A_Dream.pkl,data/edge_intention/light/Empire_Of_The_Sun_-_Walking_On_A_Dream.pkl,-0.074340840896924,-0.048341777784172715,0.0,0.0,0.0,0.20921117948374576,0.1836438613935193,8.386946447373018e-05,0.1353352832366127,0.22005121409893036,0.259073942899704,-0.040894206227032236,0.06770957635054321,0.19642752043863254,0.07441429685404784,Generated
Gesaffelstein_-_Pursuit,data/edge_intention/audio/Gesaffelstein_-_Pursuit.pkl,data/edge_intention/light/Gesaffelstein_-_Pursuit.pkl,0.03134375193614633,0.12864496675324139,0.0,0.0,0.0,0.2575400059515515,0.016435205022099317,0.036111773038290225,6.709404857974325e-05,0.25684621930122375,0.22440578788518906,0.05332957289646257,0.018089433543434983,0.13698760548682543,0.069468870642241,Generated
